ARO Term,Human accessibility,Mobility,Human pathogenicity,Clinical availability,risk,Rank,ARG Class
OXA-315,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-249,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-91,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-374,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-387,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-194,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-391,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-83,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-150,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-144,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-77,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-385,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-138,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-94,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-316,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-95,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-82,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-223,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-313,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-382,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-99,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-131,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-375,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-76,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-379,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-480,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-261,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-403,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-408,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-126,0.000144196,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-127,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-413,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-414,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-337,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-341,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-343,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-344,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-317,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-262,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-257,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-196,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-201,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-173,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-424,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-409,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-197,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-174,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-202,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-115,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-175,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-314,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-71,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-70,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-66,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-80,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-336,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-116,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-195,0,2,0,5250.263158,0,RI=0,Beta-lactams
OXA-79,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-383,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-381,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-64,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-365,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-425,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-401,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-122,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-406,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-411,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-260,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-123,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-407,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-97,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-269,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-219,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-412,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-377,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-179,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-338,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-254,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-89,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-340,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-242,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-241,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-111,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-441,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-429,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-234,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-293,0.000668221,0,0.5,5250.263158,0,RI=0,Beta-lactams
OXA-359,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-323,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-351,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-1,0.003034423,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-2,0.001047756,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-3,0.001689661,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-17,0.000887838,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-121,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-78,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-312,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-9,0.001649982,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-357,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-378,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-149,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-148,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-389,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-479,0.000167367,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-302,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-177,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-308,8.46075E-05,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-255,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-253,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-7,0.000297285,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-1,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-348,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-75,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-12,0.000336306,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-2,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-10,9.73951E-05,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-A-5,0.000230692,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-176,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-475,0.000420353,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-113,0,2,1,5250.263158,0,RI=0,Beta-lactams
OXA-263,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-471,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-450,0.002120957,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-291,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-439,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-204,0,7,0.666666667,5250.263158,0,RI=0,Beta-lactams
OXA-331,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-327,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-185,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-162,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-158,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-151,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-461,0.004308716,0,0.666666667,5250.263158,0,RI=0,Beta-lactams
OXA-438,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-477,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-153,9.68016E-05,0,0.166666667,5250.263158,0,RI=0,Beta-lactams
OXA-405,0,0,0,5250.263158,0,RI=0,Beta-lactams
MOX-1,0,3,1,5250.263158,0,RI=0,Beta-lactams
OXA-416,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-484,0,5,1,5250.263158,0,RI=0,Beta-lactams
OXA-199,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-245,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-370,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-48,0,14,0.966666667,5250.263158,0,RI=0,Beta-lactams
OXA-163,0,4,1,5250.263158,0,RI=0,Beta-lactams
OXA-244,0,7,1,5250.263158,0,RI=0,Beta-lactams
OXA-252,0,3,0.5,5250.263158,0,RI=0,Beta-lactams
Laribacter hongkongensis ampC beta-lactamase,6.05885E-05,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-453,0.002651196,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-452,0.002120957,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-451,0.001590718,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-460,0.001077179,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-61,0.001060479,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-154,0,0,0,5250.263158,0,RI=0,Beta-lactams
OKP-B-11,0.00030515,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-472,8.99828E-05,0,0.2,5250.263158,0,RI=0,Beta-lactams
OXA-136,7.7717E-05,1,0,5250.263158,0,RI=0,Beta-lactams
OXA-478,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-476,0.000171007,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-182,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-156,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-447,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-184,0,0,1,5250.263158,0,RI=0,Beta-lactams
OXA-157,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-139,0,0,0,5250.263158,0,RI=0,Beta-lactams
SLB-1,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-72,0,3,1,5250.263158,0,RI=0,Beta-lactams
OXA-26,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-62,0,0,0,5250.263158,0,RI=0,Beta-lactams
OXA-437,0,0,0.5,5250.263158,0,RI=0,Beta-lactams
OXA-207,0.000253951,0,1,5250.263158,0,RI=0,Beta-lactams
mtrD,0.248120687,11,0.932692308,5115.894737,13023.13836,Q1,Multidrug
mtrC,0.084281599,7,0.984693878,5115.894737,2972.033117,Q1,Multidrug
mtrA,0.135413591,8,0.507017544,5115.894737,2809.93859,Q1,Multidrug
mtrE,0.081651206,2,0.847058824,5115.894737,707.6650897,Q2,Multidrug
Corynebacterium striatum tetA,1.361658201,0,0.705882353,4934.828947,0,RI=0,Multidrug
CAU-1 beta-lactamase,0.000133404,0,0,4265.881579,0,RI=0,Beta-lactams
Chryseobacterium meningosepticum BlaB,0,0,0,4265.881579,0,RI=0,Beta-lactams
LEN-14,0.000886329,7,1,4246.71202,26.34788132,Q3,Beta-lactams
LEN-4,0.000885678,3,0.333333333,4246.71202,3.761219468,Q3,Beta-lactams
LEN-26,0.000722491,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-39,0.000575727,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-1,0.00135012,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-12,0.001243257,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-21,0.000340855,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-2,0.001427332,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-51,0.001475746,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-58,0.001115351,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-34,0.001203614,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-6,0.000361443,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-13,0.000982476,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-11,0.000614592,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-15,0.002004507,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-9,0.001535872,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-16,0.001197453,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-10,0.001887415,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-18,0.000834304,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-41,0.001438775,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-42,7.20191E-05,0,1,4246.71202,0,RI=0,Beta-lactams
LEN-43,0.000349262,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-55,0.001585888,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-17,0.006413837,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-35,0.000942385,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-30,0.001532197,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-36,0.004920095,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-32,0.000796223,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-37,0.000761999,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-38,7.79713E-05,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-7,0.001600417,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-25,0.001584002,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-3,0.000731426,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-8,0.000567359,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-5,0.00068202,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-22,0.001920354,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-24,0.001310556,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-20,0.001097447,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-23,0.000943357,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-40,0.000225271,0,0,4246.71202,0,RI=0,Beta-lactams
LEN-19,0.001690232,0,0,4246.71202,0,RI=0,Beta-lactams
mecA,0.255730822,31,0.932017544,4245.855263,31371.41019,Q1,Beta-lactams
mecR1,0.209779663,31,0.911764706,4245.855263,25175.20638,Q1,Beta-lactams
mecI,0.113313585,9,0.901840491,4245.855263,3904.985303,Q1,Beta-lactams
CARB-16,0.002453842,14,0.75,4245.855263,109.3959253,Q2,Beta-lactams
CBP-1,0.00530523,3,0.816666667,4245.855263,55.18683747,Q2,Beta-lactams
CARB-3,0.000469881,28,0.961538462,4245.855263,53.71276566,Q2,Beta-lactams
BLA1,0.002092932,1,0.870967742,4245.855263,7.739667715,Q3,Beta-lactams
mecB,0.000287184,3,0.586206897,4245.855263,2.144362734,Q3,Beta-lactams
blaF,0.002417063,1,0.1,4245.855263,1.026250093,Q4,Beta-lactams
AER-1,0,0,0,4245.855263,0,RI=0,Beta-lactams
CKO-1,0.003475724,0,0.705882353,4245.855263,0,RI=0,Beta-lactams
CARB-14,0.004994383,0,0,4245.855263,0,RI=0,Beta-lactams
r39 beta-lactamase,0.000264042,0,0,4245.855263,0,RI=0,Beta-lactams
FTU-1,0,4,0.93220339,4245.855263,0,RI=0,Beta-lactams
CARB-5,0.002152399,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-8,0.001735114,0,0,4245.855263,0,RI=0,Beta-lactams
PC1 beta-lactamase (blaZ),2.57316647,0,0.924786325,4245.855263,0,RI=0,Beta-lactams
CARB-4,0,6,0.75,4245.855263,0,RI=0,Beta-lactams
EXO beta-lactamase,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-6,0,0,0,4245.855263,0,RI=0,Beta-lactams
HERA-2,0.000137213,0,0,4245.855263,0,RI=0,Beta-lactams
ERP-1,0,3,0.714285714,4245.855263,0,RI=0,Beta-lactams
CARB-10,0.000597585,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-2,0.00028743,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-1,0.000377029,0,0,4245.855263,0,RI=0,Beta-lactams
mecD,2.57405E-05,4,0,4245.855263,0,RI=0,Beta-lactams
CARB-12,0,9,0.8,4245.855263,0,RI=0,Beta-lactams
CGA-1,0,0,0,4245.855263,0,RI=0,Beta-lactams
mecC,2.82353E-05,0,0.333333333,4245.855263,0,RI=0,Beta-lactams
ARL-4,0,0,0,4245.855263,0,RI=0,Beta-lactams
FONA-3,0,0,0,4245.855263,0,RI=0,Beta-lactams
FAR-1,0.000261205,0,0,4245.855263,0,RI=0,Beta-lactams
BES-1,0,1,0.3,4245.855263,0,RI=0,Beta-lactams
BPU-1,6.43201E-05,0,0.808510638,4245.855263,0,RI=0,Beta-lactams
blaR1,0,1,0,4245.855263,0,RI=0,Beta-lactams
RCP-1,0,0,0.333333333,4245.855263,0,RI=0,Beta-lactams
CME-1,0,3,0.2,4245.855263,0,RI=0,Beta-lactams
CARB-22,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-17,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-23,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-19,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-20,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-21,0,0,0,4245.855263,0,RI=0,Beta-lactams
DES-1,0.010196758,0,0.444444444,4245.855263,0,RI=0,Beta-lactams
HERA-4,0.000274427,0,0,4245.855263,0,RI=0,Beta-lactams
HERA-8,0,0,0,4245.855263,0,RI=0,Beta-lactams
ARL-1,0,0,0,4245.855263,0,RI=0,Beta-lactams
ARL-2,0,0,0,4245.855263,0,RI=0,Beta-lactams
ARL-6,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-9,0,2,1,4245.855263,0,RI=0,Beta-lactams
CARB-7,0,3,0.25,4245.855263,0,RI=0,Beta-lactams
HERA-6,0,0,0,4245.855263,0,RI=0,Beta-lactams
BRO-1,0,0,0.777777778,4245.855263,0,RI=0,Beta-lactams
FONA-2,0,0,0,4245.855263,0,RI=0,Beta-lactams
FRI-1,0,4,0.571428571,4245.855263,0,RI=0,Beta-lactams
BCL-1,0,0,0.142857143,4245.855263,0,RI=0,Beta-lactams
HERA-1,0.000651449,0,0,4245.855263,0,RI=0,Beta-lactams
HERA-5,0.00134627,0,0,4245.855263,0,RI=0,Beta-lactams
HERA-3,0,0,0.333333333,4245.855263,0,RI=0,Beta-lactams
FONA-6,0,1,0.166666667,4245.855263,0,RI=0,Beta-lactams
FONA-5,0,0,0,4245.855263,0,RI=0,Beta-lactams
FONA-1,0,0,0,4245.855263,0,RI=0,Beta-lactams
BRO-2,0,0,0,4245.855263,0,RI=0,Beta-lactams
CARB-18,0,0,0,4245.855263,0,RI=0,Beta-lactams
FRI-2,0,0,0,4245.855263,0,RI=0,Beta-lactams
FPH-1,0,4,0,4245.855263,0,RI=0,Beta-lactams
FONA-4,0,0,0,4245.855263,0,RI=0,Beta-lactams
FRI-3,0,0,0.090909091,4245.855263,0,RI=0,Beta-lactams
adeJ,0.019545217,12,0.960416667,3335.058607,751.2507179,Q1,Multidrug
adeI,0.009382885,15,0.988962472,3335.058607,464.2061872,Q2,Multidrug
adeK,0.014822872,7,0.995525727,3335.058607,344.4977186,Q2,Multidrug
adeN,0.000160758,19,0.983388704,3335.058607,10.01739942,Q3,Multidrug
AxyY,1.372947157,2,0.790322581,2667.552632,5788.968753,Q1,Multidrug
AxyX,0.541199281,3,0.926829268,2667.552632,4014.127865,Q1,Multidrug
OprZ,0.64741155,1,0.640625,2667.552632,1106.362183,Q1,Multidrug
Klebsiella pneumoniae KpnE,0.700142701,0,0.826902075,2631.159389,0,RI=0,Multidrug
Klebsiella pneumoniae KpnF,0.434235993,0,0.809230769,2631.159389,0,RI=0,Multidrug
cmeB,0.020082317,0,0.9348659,2612.304125,0,RI=0,Multidrug
cmeA,0.016378063,0,0.962962963,2612.304125,0,RI=0,Multidrug
cmeC,0.016462615,0,0.950617284,2612.304125,0,RI=0,Multidrug
cmeR,0.015862236,0,0.962655602,2612.304125,0,RI=0,Multidrug
oprA,0.20444816,3,0.2,2372.144737,290.9883762,Q2,Multidrug
smeE,1.203098829,3,0.788235294,2307.197368,6563.918552,Q1,Multidrug
mexW,0.538898646,4,0.923280423,2307.197368,4591.82638,Q1,Multidrug
smeD,0.453552878,5,0.820512821,2307.197368,4293.070796,Q1,Multidrug
smeF,0.484148013,3,0.845070423,2307.197368,2831.894421,Q1,Multidrug
mexV,0.012396725,1,0.99137931,2307.197368,28.35512565,Q2,Multidrug
TLA-2,0,0,0.25,1742.373412,0,RI=0,Multidrug
TLA-1,0,0,0,1742.373412,0,RI=0,Multidrug
TLA-3,0,0,0.090909091,1742.373412,0,RI=0,Multidrug
efrA,3.05290139,23,0.834123223,1607.896231,94173.52836,Q1,Multidrug
efrB,3.68109627,2,0.956140351,1607.896231,11318.44683,Q1,Multidrug
efmA,0.084462389,9,0.97309417,1607.039474,1188.741117,Q1,Multidrug
mexQ,0.197568989,6,0.963380282,1591.080441,1817.020881,Q1,Multidrug
opmE,0.005450575,10,0.974063401,1591.080441,84.47373082,Q2,Multidrug
mexP,0.010695759,1,0.994117647,1591.080441,16.91770893,Q3,Multidrug
OpmB,0.439013428,9,0.992021277,1560.835432,6117.844236,Q1,Multidrug
MuxC,0.693108795,0,0.832929782,1560.835432,0,RI=0,Multidrug
MuxB,1.554960979,0,0.969187675,1560.835432,0,RI=0,Multidrug
MuxA,0.224507284,0,0.997084548,1560.835432,0,RI=0,Multidrug
mexK,1.387887074,4,0.947945205,1559.869915,8208.91462,Q1,Multidrug
mexJ,0.087051561,1,0.988636364,1559.869915,134.2460535,Q2,Multidrug
mexL,0.044960122,0,0.997109827,1559.869915,0,RI=0,Multidrug
LAP-2,0.02442347,27,0.776859504,1482.935704,759.6891614,Q1,Multidrug
LAP-1,0.020391264,3,0,1482.935704,0,RI=0,Multidrug
msrA,6.243974659,21,0.863636364,1443.785309,163498.5724,Q1,Multidrug
mel,8.722298057,9,0.578947368,1443.785309,65616.81334,Q1,Multidrug
lsaA,2.747549389,6,0.94214876,1443.785309,22424.29807,Q1,Multidrug
lsaE,0.162675948,29,0.746987952,1443.785309,5087.888189,Q1,Multidrug
vgaA,0.739153962,5,0.666666667,1443.785309,3557.265437,Q1,Multidrug
msrC,0.179586955,12,0.942196532,1443.785309,2931.569221,Q1,Multidrug
poxtA,0.072206695,19,0.47080292,1443.785309,932.5515207,Q1,Multidrug
lsaC,1.112045528,3,0.166666667,1443.785309,802.7774979,Q1,Multidrug
msrE,0.002388289,156,0.885583524,1443.785309,476.3692116,Q2,Multidrug
optrA,0.010646883,25,0.666666667,1443.785309,256.1968801,Q2,Multidrug
oleB,1.012547041,1,0.05,1443.785309,73.09502708,Q2,Multidrug
lsaB,0.057061334,4,0.181818182,1443.785309,59.91586647,Q2,Multidrug
lmrC,0.075301016,3,0.111111111,1443.785309,36.23950025,Q2,Multidrug
vgaE,0.009951977,1,0.909090909,1443.785309,13.06228976,Q3,Multidrug
vgaD,6.33707E-05,2,0.142857143,1443.785309,0.026141058,Q4,Multidrug
tlrC,0.729018424,0,0,1443.785309,0,RI=0,Multidrug
carA,0.405864642,0,0.473684211,1443.785309,0,RI=0,Multidrug
srmB,0.676208365,0,0,1443.785309,0,RI=0,Multidrug
vgaB,0.003760318,0,0,1443.785309,0,RI=0,Multidrug
vgaC,0.001867716,0,0,1443.785309,0,RI=0,Multidrug
salA,0.000260859,0,0,1443.785309,0,RI=0,Multidrug
tva(A),0.000580783,1,0,1443.785309,0,RI=0,Multidrug
vmlR,0.063656909,0,0.910994764,1443.785309,0,RI=0,Multidrug
vga(E) Staphylococcus cohnii,0.022714982,0,0.588235294,1443.785309,0,RI=0,Multidrug
vgaALC,0.9206614,0,0.6,1443.785309,0,RI=0,Multidrug
oqxB,1.20469953,103,0.701453104,1428.054322,124296.6246,Q1,Multidrug
oqxA,0.657784336,101,0.656497865,1428.054322,62284.92515,Q1,Multidrug
lmrP,0.002561307,7,0.985018727,1427.687198,25.21373659,Q3,Multidrug
hp1181,0,0,0.983050847,1426.830441,0,RI=0,Multidrug
adeF,0.029414791,608,0.371863799,1425.973684,9483.415094,Q1,Multidrug
mexI,1.108925491,6,0.949860724,1425.973684,9012.080418,Q1,Multidrug
mexH,0.114806583,5,1,1425.973684,818.5558289,Q1,Multidrug
mexG,0.013940646,5,0.997076023,1425.973684,99.10434437,Q2,Multidrug
opmD,0.007883852,3,0.961002786,1425.973684,32.41125651,Q2,Multidrug
adeL,0.002133997,9,0.98245614,1425.973684,26.90673764,Q3,Multidrug
adeH,0.002548339,5,0.991913747,1425.973684,18.0223994,Q3,Multidrug
adeG,0.001505722,7,0.990338164,1425.973684,14.88462745,Q3,Multidrug
PDC-3,0.005846174,2,1,1025.399728,11.98933047,Q3,Beta-lactams
PDC-8,0.005614247,2,1,1025.399728,11.51369513,Q3,Beta-lactams
PDC-92,0.007058717,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-75,0.007254682,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-80,0.009739322,0,1,1025.399728,0,RI=0,Beta-lactams
PDC-1,0.006743145,0,1,1025.399728,0,RI=0,Beta-lactams
PDC-79,0.007651834,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-86,0.007764442,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-73,0.004717599,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-85,0.006773239,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-90,0.005295059,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-87,0.008885543,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-89,0.005515137,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-74,0.013178092,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-81,0.005371586,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-83,0.011217535,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-10,0.005037514,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-7,0.004661034,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-78,0.007842837,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-82,0.007860354,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-77,0.006662893,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-76,0.007865215,0,0,1025.399728,0,RI=0,Beta-lactams
PDC-93,0.008266679,0,0,1025.399728,0,RI=0,Beta-lactams
