qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_00920884	gb|AAC75314.1|ARO:3003578|pmrF	67.4	215	70	0	100	314	1	215	1.2e-77	294.7	ARO:3003578	ARO:3003578	40188	2115	2014	pmrF	PmrF	AAC75314.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	0.0	0.0	0.0	0.0	0.066156	0.152373	0.247062	0.0	0.0	0.140757	0.0	0.072182	0.187755	0.55181	0.183756	0.140339	0.0	0.063426	0.0	0.0	0.0	0.110313	0.189144	0.059334	0.0	0.0	0.095362	0.0	0.0	0.067416	0.0	0.055338	0.0	0.0	0.106155	0.0	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__unknown	s__Desulfobacteraceae bacterium IS3
seq_06508038	gb|AAC75314.1|ARO:3003578|pmrF	100.0	322	0	0	1	322	1	322	6.899999999999999e-179	630.9	ARO:3003578	ARO:3003578	40188	2115	2014	pmrF	PmrF	AAC75314.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.200564	0.412236	0.220143	0.21224	0.283055	0.32251	0.230219	0.382715	0.428133	0.0	0.039978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_03937105	gb|AAC75314.1|ARO:3003578|pmrF	61.6	294	113	0	10	303	6	299	1.7e-100	370.5	ARO:3003578	ARO:3003578	40188	2115	2014	pmrF	PmrF	AAC75314.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	0.0	0.0	0.0	0.067683	0.023416	0.949269	0.120392	0.0	0.03518	0.0	0.092738	0.0	0.044718	0.049468	0.04406	0.033457	0.101266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__unknown	s__Desulfobacteraceae bacterium IS3
seq_11427421	gb|AAC75314.1|ARO:3003578|pmrF	61.3	269	104	0	10	278	6	274	9.2e-91	338.2	ARO:3003578	ARO:3003578	40188	2115	2014	pmrF	PmrF	AAC75314.1	U00096	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052165	0.062942	0.244797	0.0	0.0	0.117916	0.277332	0.256067	0.276503	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacterium	s__uncultured Desulfobacterium sp.
seq_04853442	gb|AAF40763.1|ARO:3003961|farA	62.0	150	49	2	225	374	1	142	2.5e-42	177.6	ARO:3003961	ARO:3003961	40732	5478	2428	farA	farA	AAF40763.1	AE002098.2	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux	0.083643	0.0	0.0	0.0	0.0	0.0	0.255193	0.0	0.749019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Aromatoleum	s__Aromatoleum toluclasticum
seq_07798141	gb|AAF40763.1|ARO:3003961|farA	66.2	157	53	0	188	344	55	211	6.3e-54	216.1	ARO:3003961	ARO:3003961	40732	5478	2428	farA	farA	AAF40763.1	AE002098.2	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.573845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Achromobacter	s__Achromobacter agilis
seq_05572515	gb|AAG05661.1|ARO:3004107|Pseudomonas	62.4	141	53	0	10	150	12	152	3.1000000000000003e-44	182.6	ARO:3004107	ARO:3004107	41228	5395	2775	Pseudomonas aeruginosa soxR	Pseudomonas aeruginosa soxR	AAG05661.1	AE004091.2	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;cephalosporin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0335	0.810087	0.240345	0.141132	0.645627	0.589535	1.03351	0.509151	1.19495	0.0	0.158796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05656954	gb|AAG05661.1|ARO:3004107|Pseudomonas	60.4	134	53	0	11	144	7	140	4.4e-38	162.2	ARO:3004107	ARO:3004107	41228	5395	2775	Pseudomonas aeruginosa soxR	Pseudomonas aeruginosa soxR	AAG05661.1	AE004091.2	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;cephalosporin;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.982489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas alkaliphila
seq_07000257	gb|AAC16242.1|ARO:3005069|rsmA	83.1	59	10	0	1	59	1	59	1e-19	99.8	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767589	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Marinobacterium	s__Marinobacterium jannaschii
seq_03445079	gb|AAC16242.1|ARO:3005069|rsmA	84.7	59	9	0	1	59	1	59	4e-19	97.8	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	5.94621	0.0	0.752654	0.0	6.13631	0.0	1.21075	0.0	0.0	0.0	0.0	0.0	1.53422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Halorhodospira	s__Halorhodospira halochloris
seq_00497504	gb|AAC16242.1|ARO:3005069|rsmA	86.2	58	8	0	1	58	1	58	5.2e-19	97.4	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	1.44998	0.0	2.44676	0.0	0.0	8.67839	2.5349	2.57072	0.0	0.0	5.6357	0.0	0.0	0.0	0.0	1.78133	0.0	0.0	1.04878	0.0	0.0	1.63648	0.0	0.0	0.0	0.0	0.0	0.0	1.21056	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas azerbaijanica
seq_05693872	gb|AAC16242.1|ARO:3005069|rsmA	85.2	61	9	0	1	61	1	61	4.7e-20	100.9	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.76627	1.12125	1.33476	0.0	1.7427	4.95456	4.3513	1.44713	5.40454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
seq_04279402	gb|AAC16242.1|ARO:3005069|rsmA	91.1	56	5	0	1	56	1	56	1.8e-19	99.0	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.20938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Oceanospirillum	s__Oceanospirillum beijerinckii
seq_07092558	gb|AAC16242.1|ARO:3005069|rsmA	91.8	61	4	1	1	60	1	61	1.1e-21	106.3	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47516	0.0	0.0	0.0	2.27351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Oleibacter	s__Oleibacter sp.
seq_04931959	gb|AAC16242.1|ARO:3005069|rsmA	94.5	55	3	0	1	55	1	55	1.6e-20	102.4	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas caseinilytica
seq_08556479	gb|AAC16242.1|ARO:3005069|rsmA	89.8	59	6	0	1	59	1	59	3.3e-21	104.8	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa group
seq_00647127	gb|AAC16242.1|ARO:3005069|rsmA	89.3	56	6	0	1	56	1	56	3e-19	98.2	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1928	0.0	0.0	0.0	0.0	1.4718	1.68115	0.0	0.0	0.0	0.0	0.0	0.0	1.17643	1.3577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas arcis
seq_07080479	gb|AAC16242.1|ARO:3005069|rsmA	90.9	55	5	0	1	55	1	55	1.8e-19	99.0	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas caseinilytica
seq_04572081	gb|AAC16242.1|ARO:3005069|rsmA	94.4	54	3	0	1	54	1	54	3e-19	98.2	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas taeanensis
seq_04156709	gb|AAC16242.1|ARO:3005069|rsmA	91.1	56	5	0	1	56	1	56	4.7e-20	100.9	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	1.93561	0.0	0.0	0.0	1.5137	0.0	0.0	0.0	1.45786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__Candidatus Competibacteraceae	g__Candidatus Competibacter	s__Candidatus Competibacter denitrificans
seq_03690843	gb|AAC16242.1|ARO:3005069|rsmA	89.3	56	6	0	1	56	1	56	1e-19	99.8	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.905781	0.0	1.59679	0.0	0.0	0.0	0.0	0.0	3.40307	0.0	0.0	1.78111	0.0	0.0	12.4693	1.62292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__Candidatus Competibacteraceae	g__Plasticicumulans	s__Plasticicumulans acidivorans
seq_02254721	gb|AAC16242.1|ARO:3005069|rsmA	86.2	58	8	0	1	58	1	58	4e-19	97.8	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	1.42445	0.0	0.0	0.0	0.0	3.18306	1.5137	3.35629	0.0	0.0	0.0	0.0	1.59666	0.0	0.0	0.93943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylobacter	s__Methylobacter sp.
seq_04426965	gb|AAC16242.1|ARO:3005069|rsmA	86.2	58	8	0	1	58	1	58	5.2e-19	97.4	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	1.44166	0.0	0.0	2.44676	0.0	0.0	0.0	5.70353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Nitrincola	s__Nitrincola iocasae
seq_00155546	gb|AAC16242.1|ARO:3005069|rsmA	86.4	59	8	0	1	59	1	59	8e-20	100.1	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98466	0.0	0.0	0.0	1.46829	0.0	0.0	1.19671	3.69113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__Candidatus Competibacteraceae	g__unknown	s__Candidatus Competibacteraceae bacterium
seq_10610095	gb|AAC16242.1|ARO:3005069|rsmA	89.5	57	6	0	1	57	1	57	2.3e-19	98.6	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas sp. DQ26W
seq_04263922	gb|AAC16242.1|ARO:3005069|rsmA	86.2	58	8	0	1	58	1	58	5.2e-19	97.4	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	1.44166	2.89997	0.0	4.89352	0.798394	0.0	6.50879	5.70353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62292	0.0	0.0	0.0	2.8867	0.0	0.0	0.0	0.0	0.0	1.25728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Nitrincola	s__Nitrincola iocasae
seq_06852628	gb|AAC16242.1|ARO:3005069|rsmA	89.7	58	6	0	1	58	1	58	1.4e-19	99.4	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16508	1.34263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas caseinilytica
seq_08936067	gb|AAC16242.1|ARO:3005069|rsmA	86.9	61	6	1	1	59	1	61	2.8e-20	101.7	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Salinicola	
seq_01904570	gb|AAC16242.1|ARO:3005069|rsmA	83.6	61	10	0	1	61	1	61	2.1e-20	102.1	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	1.09712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45688	0.0	0.0	0.0	0.926712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__Candidatus Competibacteraceae	g__Plasticicumulans	s__Plasticicumulans acidivorans
seq_11194381	gb|AAC16242.1|ARO:3005069|rsmA	84.2	57	9	0	1	57	1	57	3e-19	98.2	ARO:3005069	ARO:3005069	43273	6102	3807	rsmA	rsmA	AAC16242.1	AF061757.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14133	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas muralis
seq_10564654	gb|AYD68552.1|ARO:3005018|LMB-1	65.9	176	60	0	52	227	1	176	5.3e-64	249.2	ARO:3005018	ARO:3005018	43209	6051	3761	LMB-1	LMB-1	AYD68552.1	MH475146.1	LMB beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118299	0.0	0.095105	0.0	0.176504	0.127364	0.0	0.127622	0.0	0.0	0.0	0.973136	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceibacterium	s__Croceibacterium atlanticum
seq_08493174	gb|AYD68552.1|ARO:3005018|LMB-1	61.2	147	57	0	158	304	1	147	1.6000000000000002e-44	184.5	ARO:3005018	ARO:3005018	43209	6051	3761	LMB-1	LMB-1	AYD68552.1	MH475146.1	LMB beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113997	0.135229	0.0	0.182703	0.166106	0.438002	0.0	0.0	0.790542	0.17953	0.395932	0.187352	0.0	0.0	0.0	0.155253	0.541719	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Rheinheimera	s__Rheinheimera aquimaris
seq_06789428	gb|AYD68552.1|ARO:3005018|LMB-1	69.4	121	37	0	38	158	13	133	2.9e-46	190.3	ARO:3005018	ARO:3005018	43209	6051	3761	LMB-1	LMB-1	AYD68552.1	MH475146.1	LMB beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.864621	0.0	0.0	0.592616	0.0	0.54625	0.268057	0.485015	0.536284	0.0	0.0	0.0	0.0	0.0	0.977074	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceibacterium	s__Croceibacterium atlanticum
